9363586023952	4
18142499193352	0
18159746171408	3
18159679128080	3
20358702301184	4
20427421532176	0
18164041121792	5
18230546088448	1
18159746154496	5
18161826546184	2
18297118149136	4
18228398282240	2
18297118018064	4
18219942302376	0
22549202747904	7
18219975856776	1
18151156236800	7
23717500437128	0
22540545704530	7
22618022363784	1
18142499193426	4
739023405584	5
17609990097488	7
22618022363784	1
22274257207890	7
739023405584	5
23373768835666	0
22617988811432	0
20487551402514	1
22618022365832	3
18161826548240	7
17615417526848	7
9088171262482	1
22618022363786	1
17611802296914	1
739023407634	5
294225772560	3
22618022363786	1
20429032390656	4
739023407634	5
20427488952320	5
22618022363786	1
18228465650258	4
739023407634	5
20358769429072	5
22618022363786	1
20410242058773	2
739023407634	5
18164041304592	6
22618022363786	1
20410242058773	2
739023407634	5
18164041304592	6
22618022363786	1
20410242058773	2
739023407634	5
18164041304592	6
22618022363786	1
20410242058773	2
739023407634	5
18164041304592	6
22618022363786	1
20410242058773	2
739023407634	5
18164041304592	6
22618022363786	1
20410242058773	2
739023407634	5
18164041304592	6
22618022363786	1
20410242058773	2
739023407634	5
18164041304592	6
22618022363786	1
20410242058773	2
739023407634	5
18164041304592	6
22618022363786	1
20410242058773	2
739023407634	5
18164041304592	6
22618022363786	1
20410242058773	2
739023407634	5
18164041304592	6
22618022363786	1
20410242058773	2
739023407634	5
18164041304592	6
22618022363786	1
20410242058773	2
739023407634	5
18164041304592	6
22618022363786	1
20410242058773	2
739023407634	5
18164041304592	6
22618022363786	1
20410242058773	2
739023407634	5
18164041304592	6
22618022363786	1
20410242058773	2
739023407634	5
18164041304592	6
22618022363786	1
20410242058773	2
739023407634	5
18164041304592	6
22618022363786	1
20410242058773	2
739023407634	5
18164041304592	6
22618022363786	1
20410242058773	2
739023407634	5
18164041304592	6
22618022363786	1
20410242058773	2
739023407634	5
18164041304592	6
22618022363786	1
20410242058773	2
739023407634	5
18164041304592	6
22618022363786	1
20410242058773	2
739023407634	5
18164041304592	6
22618022363786	1
20410242058773	2
739023407634	5
18164041304592	6
22618022363786	1
20410242058773	2
739023407634	5
18164041304592	6
22618022363786	1
20410242058773	2
739023407634	5
18164041304592	6
22618022363786	1
9363586023952	4
18142499193352	0
18159746171408	3
18159679128080	3
20358702301184	4
20427421532176	0
18164041121792	5
18230546088448	1
18159746154496	5
18161826546184	2
18297118149136	4
18228398282240	2
18297118018064	4
18219942302376	0
22549202747904	7
18219975856776	1
18151156236800	7
23717500437128	0
22540545704530	7
22618022363784	1
18142499193426	4
739023405584	5
17609990097488	7
22618022363784	1
22274257207890	7
739023405584	5
23373768835666	0
22617988811432	0
20487551402514	1
22618022365832	3
18161826548240	7
17615417526848	7
9088171262482	1
22618022363786	1
17611802296914	1
739023407634	5
294225772560	3
22618022363786	1
20429032390656	4
739023407634	5
20427488952320	5
22618022363786	1
18228465650258	4
739023407634	5
20358769429072	5
22618022363786	1
20410242058773	2
